actual,proposed
0.0,14.51852035522461
0.0,13.751317024230957
0.0,13.088369369506836
0.0,11.984698295593262
0.0,11.54336166381836
0.0,11.170963287353516
0.0,10.951329231262207
0.0,10.320491790771484
0.0,10.074719429016113
0.0,9.59170150756836
0.0,9.039203643798828
0.0,8.691336631774902
0.0,8.118033409118652
0.0,7.485635757446289
0.0,6.80099630355835
0.0,6.0701494216918945
0.0,5.298418998718262
0.0,5.022599220275879
0.0,4.904526710510254
0.0,4.925754547119141
0.0,4.803958892822266
0.0,4.2391133308410645
0.0,4.070113658905029
0.0,4.186372756958008
0.0,4.41447639465332
0.0,5.687631130218506
0.0,7.55172872543335
0.0,7.550955295562744
0.0,8.013511657714844
0.0,8.281794548034668
0.0,8.72770881652832
0.0,9.444400787353516
0.0,10.374814987182617
0.0,11.277083396911621
0.0,12.326038360595703
0.0,12.972549438476562
0.0,15.663812637329102
0.0,18.590402603149414
0.0,19.641809463500977
0.0,21.393577575683594
0.0,22.12091064453125
0.0,22.764577865600586
0.0,23.334423065185547
0.0,24.105178833007812
0.0,24.647306442260742
0.0,24.861621856689453
0.0,25.192594528198242
0.0,25.53547477722168
0.0,25.402328491210938
0.0,25.692541122436523
0.0,25.810436248779297
0.0,25.9162540435791
0.0,26.809534072875977
0.0,27.978107452392578
0.0,29.123838424682617
0.0,30.38964080810547
0.0,31.761600494384766
0.0,32.69535446166992
0.0,34.054466247558594
0.0,35.243167877197266
0.0,36.421573638916016
0.0,36.79286193847656
0.0,36.8716926574707
0.0,36.958255767822266
0.0,36.91157531738281
0.0,37.01326370239258
0.0,37.3719482421875
0.0,37.55149459838867
0.0,36.648746490478516
0.0,36.414642333984375
0.0,35.57744216918945
0.0,35.88277053833008
0.0,36.1409912109375
0.0,36.497711181640625
0.0,36.675411224365234
0.0,37.101165771484375
0.0,37.287498474121094
0.0,37.65019989013672
0.0,38.358802795410156
0.0,38.590877532958984
0.0,38.53273391723633
0.0,38.62442398071289
0.0,38.51937484741211
0.0,38.49551010131836
0.0,38.47736740112305
0.0,38.730316162109375
0.0,38.81656265258789
0.0,37.34812927246094
0.0,36.44557571411133
0.0,35.93138122558594
0.0,35.74596405029297
0.0,35.44474792480469
0.0,34.85634231567383
0.0,33.60873794555664
0.0,32.925865173339844
0.0,30.540634155273438
0.0,28.39512825012207
0.0,27.324277877807617
0.0,26.254323959350586
0.0,25.45111083984375
0.0,23.758691787719727
0.0,23.65755844116211
0.0,22.491254806518555
0.0,21.61668586730957
0.0,20.453460693359375
0.0,19.70734214782715
0.0,16.39832305908203
0.0,15.372565269470215
0.0,12.946063041687012
0.0,12.072845458984375
0.0,11.301798820495605
0.0,9.822759628295898
0.0,8.404655456542969
0.0,7.826957702636719
0.0,7.425203323364258
0.0,7.868163108825684
0.0,7.838787078857422
0.0,7.883922576904297
0.0,7.851796627044678
0.0,7.823114395141602
0.0,7.797471046447754
0.0,6.860903739929199
0.0,5.949394226074219
0.0,5.6368489265441895
0.0,4.317362308502197
0.0,3.372312068939209
0.0,3.0881359577178955
0.0,2.8532156944274902
0.0,3.0871222019195557
0.0,3.3800101280212402
0.0,3.484853744506836
0.0,3.310643196105957
0.0,2.76401424407959
0.0,2.560619831085205
0.0,1.3268898725509644
0.0,0.6448153257369995
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.34209948778152466
0.0,1.937995433807373
0.0,2.8176920413970947
0.0,4.251849174499512
0.0,5.097494602203369
0.0,5.843764305114746
0.0,6.502349376678467
0.0,7.615662097930908
0.0,8.938798904418945
0.0,9.752571105957031
0.0,10.331098556518555
0.0,12.281197547912598
0.0,12.41029167175293
0.0,12.431397438049316
0.0,12.039737701416016
0.0,12.24024772644043
0.0,11.949512481689453
0.0,11.628988265991211
0.0,11.094049453735352
0.0,10.621892929077148
0.0,10.345027923583984
0.0,10.366558074951172
0.0,10.245477676391602
0.0,9.872481346130371
0.0,9.101888656616211
0.0,9.408406257629395
0.0,9.664865493774414
0.0,9.75118637084961
0.0,9.561305046081543
0.0,9.533616065979004
0.0,9.243024826049805
0.0,9.023202896118164
0.0,7.601737022399902
0.0,3.3440699577331543
0.0,1.604836344718933
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.41151154041290283
0.0,5.442883491516113
0.0,8.362430572509766
0.0,10.912389755249023
0.0,15.424336433410645
0.0,17.779949188232422
0.0,19.580961227416992
0.0,21.438579559326172
0.0,24.533924102783203
0.0,26.925094604492188
0.0,27.91803550720215
0.0,29.594993591308594
0.0,30.657785415649414
0.0,31.59856605529785
0.0,33.26471710205078
0.0,33.907981872558594
0.0,34.47859191894531
0.0,35.25114059448242
0.0,35.79597091674805
0.0,36.0137939453125
0.0,34.67190933227539
0.0,34.548614501953125
0.0,34.96770095825195
0.0,34.973445892333984
0.0,34.6785888671875
0.0,34.02873992919922
0.0,33.48279571533203
0.0,33.26028060913086
0.0,32.002010345458984
0.0,29.62228775024414
0.0,28.85213851928711
0.0,27.48197364807129
0.0,25.793094635009766
0.0,24.102479934692383
0.0,22.953369140625
0.0,22.220050811767578
0.0,21.041582107543945
0.0,19.48401641845703
0.0,17.731548309326172
0.0,14.527831077575684
0.0,12.866668701171875
0.0,10.3662691116333
0.0,8.814016342163086
0.0,7.191086292266846
0.0,4.973485946655273
0.0,2.5106844902038574
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.648488998413086
0.0,7.959969520568848
0.0,10.61238956451416
0.0,12.394575119018555
0.0,13.968770980834961
0.0,15.625494003295898
0.0,19.011852264404297
0.0,21.836116790771484
0.0,24.006092071533203
0.0,25.629655838012695
0.0,28.070837020874023
0.0,29.887054443359375
0.0,30.692659378051758
0.0,31.406286239624023
0.0,31.772708892822266
0.0,32.238677978515625
0.0,32.3864631652832
0.0,32.3707389831543
0.0,32.13225555419922
0.0,31.911190032958984
0.0,31.87334442138672
